Region,Indicator Code,Indicator Name,Moyenne,Mediane,Ecart Type
Middle East & North Africa,LO.TIMSS.MAT8.LOW.MA,TIMSS: Male 8th grade students reaching the low international benchmark of mathematics achievement (%),49.03162171535802,45.47240410063935,8.163196468090147
Middle East & North Africa,LO.TIMSS.SCI8.LOW.MA,TIMSS: Male 8th grade students reaching the low international benchmark of science achievement (%),59.77283491884152,58.729857800432626,5.760547623872204
Latin America & Caribbean,LO.LLECE.MAT6.4,LLECE: 6th grade students by mathematics proficiency level (%). Level 4,10.92156,8.52262,3.029183473058829
Middle East & North Africa,LO.TIMSS.MAT8.BL.MA,TIMSS: Male 8th grade students who did not reach the low international benchmark of mathematics achievement (%),50.96837828464198,54.52759589936065,8.163196468090145
Middle East & North Africa,LO.TIMSS.SCI8.BL.MA,TIMSS: Male 8th grade students who did not reach the low international benchmark of science achievement (%),40.22716508115848,41.270142199567374,5.760547623872207
Latin America & Caribbean,UIS.FOSGP.56.F140.M,"Percentage of male graduates from tertiary education graduating from Education programmes, male (%)",14.411910096854394,12.7783098220825,5.495242896648227
Europe & Central Asia,UIS.TRTP.0.M,"Percentage of male teachers in pre-primary education who are trained, male (%)",76.26139107528998,87.72454833984375,15.482196017290514
Latin America & Caribbean,LO.LLECE.MAT6.1,LLECE: 6th grade students by mathematics proficiency level (%). Level 1,15.647316785714287,13.700125,2.5597569344397453
Latin America & Caribbean,UIS.NART.2.Q3.M,"UIS: Total net attendance rate, lower secondary, middle quintile, male (%)",91.26827812194824,92.23568344116211,2.8612742815054797
Latin America & Caribbean,UIS.FOSGP.56.F300.M,"Percentage of male graduates from tertiary education graduating from Social Sciences, Business and Law programmes, male (%)",37.5721275104627,34.5407257080078,6.866653404316221
Latin America & Caribbean,UIS.FOSGP.56.F400.M,"Percentage of male graduates from tertiary education graduating from Science programmes, male (%)",13.092114106335446,10.6508903503418,6.0964110505817075
Latin America & Caribbean,UIS.FOSGP.56.F200.M,"Percentage of male graduates from tertiary education graduating from Humanities and Arts programmes, male (%)",4.188727382293769,3.51889497041702,1.2823836945267266
Latin America & Caribbean,UIS.FOSGP.56.F700.M,"Percentage of male graduates from tertiary education graduating from Health and Welfare programmes, male (%)",9.376556669956159,8.1567223072052,1.361421889945016
Latin America & Caribbean,UIS.NARA.1.RUR.M,"UIS: Adjusted net attendance rate, primary, rural, male (%)",85.05068731307982,91.31455039978027,14.338107415559948
Latin America & Caribbean,LO.LLECE.MAT6.3,LLECE: 6th grade students by mathematics proficiency level (%). Level 3,31.101981071428572,33.8386025,3.065747309849725
Latin America & Caribbean,LO.LLECE.MAT6.2,LLECE: 6th grade students by mathematics proficiency level (%). Level 2,40.552748214285714,41.9834,2.512112881505655
Latin America & Caribbean,LO.LLECE.REA3.4,LLECE: 3rd grade students by reading proficiency level (%). Level 4,6.048887857142858,5.2210600000000005,2.1541841130843102
Latin America & Caribbean,LO.LLECE.REA3.2,LLECE: 3rd grade students by reading proficiency level (%). Level 2,38.940602500000004,39.873797499999995,2.8219277616203384
Latin America & Caribbean,LO.LLECE.REA3.3,LLECE: 3rd grade students by reading proficiency level (%). Level 3,22.664832142857144,23.6883875,3.0365378478125065
Latin America & Caribbean,LO.LLECE.MAT6.0,LLECE: 6th grade students by mathematics proficiency level (%). Below Level 1,1.7771082142857144,1.512405,0.5636121676121751
Latin America & Caribbean,LO.LLECE.REA3.1,LLECE: 3rd grade students by reading proficiency level (%). Level 1,26.053406785714287,24.6079375,4.025027536585384
Latin America & Caribbean,LO.LLECE.REA3.0,LLECE: 3rd grade students by reading proficiency level (%). Below Level 1,6.292270714285714,4.9795475,3.674877942755602
Latin America & Caribbean,LO.LLECE.MAT3.4,LLECE: 3rd grade students by mathematics proficiency level (%). Level 4,10.226676428571428,8.503720000000001,2.8148059727393697
Latin America & Caribbean,LO.LLECE.MAT3.3,LLECE: 3rd grade students by mathematics proficiency level (%). Level 3,15.693365,15.631995,2.5263441092290386
Latin America & Caribbean,LO.LLECE.MAT3.2,LLECE: 3rd grade students by mathematics proficiency level (%). Level 2,29.956191785714285,30.3321675,2.399731535931286
Latin America & Caribbean,LO.LLECE.MAT3.1,LLECE: 3rd grade students by mathematics proficiency level (%). Level 1,34.9857275,35.77233,3.5512283857963833
Latin America & Caribbean,LO.LLECE.MAT3.0,LLECE: 3rd grade students by mathematics proficiency level (%). Below Level 1,9.138395714285714,8.075405,3.65233443442458
Latin America & Caribbean,UIS.NAR.1.Q5.F,"UIS: Net attendance rate, primary, richest quintile, female (%)",84.4759502410889,84.14335441589358,4.298807144728814
Latin America & Caribbean,UIS.XSPENDP.0.FDPUB.FNS,All staff compensation as % of total expenditure in pre-primary public institutions (%),74.55217819509413,77.86029434204104,7.48397421590235
Latin America & Caribbean,UIS.XSPENDP.1.FDPUB.FNS,All staff compensation as % of total expenditure in primary public institutions (%),79.62679781341552,78.80257415771484,7.318591657595574
Latin America & Caribbean,LO.LLECE.REA6.4,LLECE: 6th grade students by reading proficiency level (%). Level 4,16.025166071428572,15.2182975,1.901056693869142
Europe & Central Asia,HH.MICS.OOS.1,MICS: Proportion of out-of-school. Primary,3.305932990876458,0.3838378968481265,4.2026312360656455
Latin America & Caribbean,UIS.FEP.6,Percentage of students in tertiary ISCED 6 programmes who are female (%),57.363627115885414,57.4384651184082,0.32532979701537096
Latin America & Caribbean,UIS.NAR.1.Q1.F,"UIS: Net attendance rate, primary, poorest quintile, female (%)",78.60708713531494,86.0968017578125,14.820364353313808
Europe & Central Asia,HH.MICS.OOS.1.F,MICS: Proportion of out-of-school. Primary. Female,3.660977983478818,0.31706924028858197,4.300796078733724
Europe & Central Asia,HH.MICS.OOS.1.M,MICS: Proportion of out-of-school. Primary. Male,2.9783046056558002,0.449143800431063,4.158571135086193
Europe & Central Asia,HH.MICS.OOS.1.Q1,MICS: Proportion of out-of-school. Primary. Quintile 1,2.1479080848272414,0.4632900764052375,3.139853311734092
Latin America & Caribbean,UIS.XUNIT.US.3.FSGOV,Government expenditure per upper secondary student (US$),1132.9569086882182,1186.191223144535,399.5091046836084
Latin America & Caribbean,UIS.XUNIT.PPP.3.FSGOV,Government expenditure per upper secondary student (PPP$),1997.5420567206743,1831.425750732425,585.9678616614113
Latin America & Caribbean,UIS.XUNIT.USCONST.3.FSGOV,Government expenditure per upper secondary student (constant US$),1312.125016230024,1379.5241088867201,353.3539075853993
Latin America & Caribbean,UIS.XUNIT.PPPCONST.3.FSGOV,Government expenditure per upper secondary student (constant PPP$),2175.29159324729,2190.44995117188,564.9434269951527
Europe & Central Asia,HH.MICS.OOS.1.Q2,MICS: Proportion of out-of-school. Primary. Quintile 2,2.8218380290140606,0.15160148565124,2.399379180552738
Latin America & Caribbean,UIS.NAR.1.Q1.GPI,"UIS: Net attendance rate, primary, poorest quintile, gender parity index (GPI)",1.0288239866495124,1.0267112851142874,0.032840662201264054
Latin America & Caribbean,UIS.NAR.1.Q5,"UIS: Net attendance rate, primary, richest quintile, both sexes (%)",84.52822971343996,83.4759922027588,4.025568644309439
Europe & Central Asia,HH.MICS.SCR.U,MICS: Secondary completion rate. Urban,80.96680266181367,80.96680266181367,0.768966892521249
Europe & Central Asia,HH.MICS.SCR.R,MICS: Secondary completion rate. Rural,59.64724021449227,59.64724021449227,6.0032706280584485
Europe & Central Asia,HH.MICS.SCR.Q5,MICS: Secondary completion rate. Quintile 5,99.58411676251686,99.58411676251686,5.563754707843301
Europe & Central Asia,HH.MICS.SCR.Q4,MICS: Secondary completion rate. Quintile 4,83.33246685990306,83.33246685990306,7.906931920358245
Europe & Central Asia,HH.MICS.SCR.Q3,MICS: Secondary completion rate. Quintile 3,86.99095407443225,86.99095407443225,23.117356334322093
Europe & Central Asia,HH.MICS.SCR.Q2,MICS: Secondary completion rate. Quintile 2,52.73353331824765,52.73353331824765,16.366965063624804
Europe & Central Asia,HH.MICS.SCR.Q1,MICS: Secondary completion rate. Quintile 1,36.350855195063446,36.350855195063446,9.1211597152419
Europe & Central Asia,HH.MICS.SCR.M,MICS: Secondary completion rate. Male,60.602961082635375,60.602961082635375,2.305421346057948
Latin America & Caribbean,UIS.XUNIT.GDPCAP.3.FSGOV,Government expenditure per upper secondary student as % of GDP per capita (%),18.38117217041738,17.64908504486085,4.6908722983547
Europe & Central Asia,HH.MICS.SCR.F,MICS: Secondary completion rate. Female,78.71474182005474,78.71474182005474,2.3123327638334032
Europe & Central Asia,HH.MICS.SCR,MICS: Secondary completion rate,69.14328405469055,69.14328405469055,4.045412354205902
Latin America & Caribbean,UIS.NAR.1.Q1.M,"UIS: Net attendance rate, primary, poorest quintile, male (%)",77.03650307655334,85.31702995300293,15.709960066705253
Europe & Central Asia,HH.MICS.OOS.1.U,MICS: Proportion of out-of-school. Primary. Urban,4.103052860894207,0.4062474356478105,5.477507871196133
Europe & Central Asia,HH.MICS.OOS.1.R,MICS: Proportion of out-of-school. Primary. Rural,1.9942901517930733,0.360841568890535,2.2889454436793937
Europe & Central Asia,HH.MICS.OOS.1.Q5,MICS: Proportion of out-of-school. Primary. Quintile 5,4.090225385272985,0.3920909139381905,5.402238998909744
Europe & Central Asia,HH.MICS.OOS.1.Q4,MICS: Proportion of out-of-school. Primary. Quintile 4,4.290593189132147,0.4957504888651405,5.454610515627343
Europe & Central Asia,HH.MICS.OOS.1.Q3,MICS: Proportion of out-of-school. Primary. Quintile 3,3.4004312736168063,0.40315405660651205,5.260783244693971
Latin America & Caribbean,UIS.NAR.1.Q2.GPI,"UIS: Net attendance rate, primary, second quintile, gender parity index (GPI)",1.0126893445849419,1.000943407416343,0.07909440260160949
Latin America & Caribbean,SE.TER.GRAD.FE.EN.ZS,"Percentage of graduates from Engineering, Manufacturing and Construction programmes in tertiary education who are female (%)",27.94949322037336,27.531319618225098,9.806100391627208
Latin America & Caribbean,UIS.FGP.56.FNON400500,Percentage of graduates from non-science and non-technology fields in tertiary education who are female (%),69.53465438844798,68.397305,1.8213350413521727
Latin America & Caribbean,UIS.NAR.1.Q2.F,"UIS: Net attendance rate, primary, second quintile, female (%)",80.02966690063478,85.01619720458984,10.61196686281706
Latin America & Caribbean,SE.TER.GRAD.FE.SV.ZS,Percentage of graduates from Services programmes in tertiary education who are female (%),50.95973491347026,55.08744430541995,6.199545530283688
Latin America & Caribbean,UIS.NAR.1.Q2.M,"UIS: Net attendance rate, primary, second quintile, male (%)",80.0856351852417,86.12934684753418,15.304864353169172
Latin America & Caribbean,SE.TER.GRAD.FE.ED.ZS,Percentage of graduates from Education programmes in tertiary education who are female (%),76.79288822605051,77.9712677001953,5.9118822543690115
Latin America & Caribbean,UIS.FEP.56.F600,Percentage of students enrolled in Agriculture programmes in tertiary education who are female (%),37.63357786955657,37.60595417022702,1.6851597596859806
Latin America & Caribbean,UIS.TRTP.4.F,"Percentage of female teachers in post-secondary non-tertiary education who are trained, female (%)",64.2960111618042,56.6624412536621,14.37755505449176
Latin America & Caribbean,UIS.FEP.56.F140,Percentage of students enrolled in Education programmes in tertiary education who are female (%),74.66684660403367,73.14801979064943,1.602147669322185
Latin America & Caribbean,UIS.FEP.56.F500,"Percentage of students enrolled in Engineering, Manufacturing and Construction programmes in tertiary education who are female (%)",28.433063483616667,26.20134258270265,4.182990130934884
Latin America & Caribbean,UIS.FEP.56.F700,Percentage of students enrolled in Health and Welfare programmes in tertiary education who are female (%),74.78975312974717,73.2804794311523,2.5616569043838244
Latin America & Caribbean,UIS.FEP.56.F200,Percentage of students enrolled in Humanities and Arts programmes in tertiary education who are female (%),62.68006915057148,60.3153495788574,4.683653097446401
Latin America & Caribbean,LO.LLECE.REA6,"LLECE: Mean performance on the reading scale for 6th grade students, total",500.4607142857143,499.19,9.81941785611383
Latin America & Caribbean,UIS.NAR.1.Q2,"UIS: Net attendance rate, primary, second quintile, both sexes (%)",79.99755668640137,85.50051689147949,12.976414408169305
Latin America & Caribbean,LO.LLECE.REA6.MA,"LLECE: Mean performance on the reading scale for 6th grade students, male",496.5382142857143,495.86,10.540243926635045
Latin America & Caribbean,LO.LLECE.REA6.FE,"LLECE: Mean performance on the reading scale for 6th grade students, female",504.7260714285714,502.64000000000004,8.933800875155155
Latin America & Caribbean,LO.LLECE.REA3,"LLECE: Mean performance on the reading scale for 3rd grade students, total",500.4660714285714,504.47249999999997,14.417310270628159
Latin America & Caribbean,UIS.NART.2.Q5.GPI,"UIS: Total net attendance rate, lower secondary, richest quintile, gender parity index (GPI)",0.9892908036708831,0.989119276404381,0.017689249237317548
Latin America & Caribbean,UIS.NART.2.RUR.GPI,"UIS: Total net attendance rate, lower secondary, rural, gender parity index (GPI)",1.0274036824703225,1.0261939465999599,0.007843919313195285
Latin America & Caribbean,UIS.NART.2.RUR.F,"UIS: Total net attendance rate, lower secondary, rural, female (%)",90.0080623626709,88.92700195312497,2.7495421780155214
Latin America & Caribbean,UIS.NART.2.RUR,"UIS: Total net attendance rate, lower secondary, rural, both sexes (%)",88.78948879241943,87.48165702819826,3.077756457116106
Latin America & Caribbean,UIS.NART.2.Q5.M,"UIS: Total net attendance rate, lower secondary, richest quintile, male (%)",97.75066852569581,97.5914821624756,1.0484399044515076
Latin America & Caribbean,UIS.NAR.1.URB,"UIS: Net attendance rate, primary, urban, both sexes (%)",83.30870723724365,83.68443870544435,7.596100178139317
Europe & Central Asia,UIS.OFSPPT.1.M,"Out-of-school children of primary school age in pre-primary education, male (number)",5046.220095645095,1142.0,1512.0992385955199
Latin America & Caribbean,UIS.NART.2.Q5.F,"UIS: Total net attendance rate, lower secondary, richest quintile, female (%)",96.69451045989992,97.40302848815921,1.671855269425313
Latin America & Caribbean,UIS.NAR.1.URB.F,"UIS: Net attendance rate, primary, urban, female (%)",83.78702068328857,84.39913368225098,7.6999207090433375
Latin America & Caribbean,UIS.NAR.1.URB.GPI,"UIS: Net attendance rate, primary, urban, gender parity index (GPI)",1.0107729956507687,1.0045090317726155,0.008496072629306923
Latin America & Caribbean,UIS.NART.2.Q5,"UIS: Total net attendance rate, lower secondary, richest quintile, both sexes (%)",97.17114639282225,97.55786514282225,1.21933928456866
Latin America & Caribbean,UIS.NART.2.RUR.M,"UIS: Total net attendance rate, lower secondary, rural, male (%)",87.65265560150146,86.16991233825682,3.3831093190966297
Latin America & Caribbean,UIS.NART.2.Q2,"UIS: Total net attendance rate, lower secondary, second quintile, both sexes (%)",89.11855506896973,89.50970840454103,2.7542409981331564
Latin America & Caribbean,UIS.NART.2.Q2.F,"UIS: Total net attendance rate, lower secondary, second quintile, female (%)",90.27323532104494,90.71546936035158,3.3759795271415403
Latin America & Caribbean,UIS.NART.2.Q2.GPI,"UIS: Total net attendance rate, lower secondary, second quintile, gender parity index (GPI)",1.0232858508825302,1.0247828066349038,0.016265341123174452
Latin America & Caribbean,UIS.NART.2.Q2.M,"UIS: Total net attendance rate, lower secondary, second quintile, male (%)",88.09424400329588,88.11999702453613,2.442255409889229
Latin America & Caribbean,UIS.NART.2.URB,"UIS: Total net attendance rate, lower secondary, urban, both sexes (%)",94.72884845733644,95.13942909240723,1.469859217563864
Latin America & Caribbean,UIS.NART.2.URB.F,"UIS: Total net attendance rate, lower secondary, urban, female (%)",95.46003913879395,96.64417839050296,1.3800229039654293
Latin America & Caribbean,UIS.NART.2.URB.GPI,"UIS: Total net attendance rate, lower secondary, urban, gender parity index (GPI)",1.0153360366821291,1.022693157196045,0.0121781403628633
Latin America & Caribbean,UIS.NART.2.URB.M,"UIS: Total net attendance rate, lower secondary, urban, male (%)",94.02864933013916,94.09796524047852,0.7311530118770729
Latin America & Caribbean,LO.LLECE.REA3.MA,"LLECE: Mean performance on the reading scale for 3rd grade students, male",496.84214285714285,500.8675,14.493439629973706
Latin America & Caribbean,LO.LLECE.REA3.FE,"LLECE: Mean performance on the reading scale for 3rd grade students, female",505.6542857142857,508.88750000000005,13.404550564050103
Latin America & Caribbean,UIS.NAR.1.Q3.GPI,"UIS: Net attendance rate, primary, middle quintile, gender parity index (GPI)",1.017368905246258,1.0297868251800548,0.020710464936742133
Latin America & Caribbean,UIS.NAR.1.Q3.F,"UIS: Net attendance rate, primary, middle quintile, female (%)",83.31381511688234,85.83670234680177,11.399296347089178
Latin America & Caribbean,UIS.NAR.1.Q3,"UIS: Net attendance rate, primary, middle quintile, both sexes (%)",82.73834800720215,85.74217414855957,11.746523648904592
Latin America & Caribbean,UIS.PRP.4,Percentage of enrolment in post-secondary non-tertiary education in private institutions (%),59.64088606099288,89.60662269592285,14.576846692817858
Latin America & Caribbean,LO.LLECE.MAT6,"LLECE: Mean performance on the mathematics scale for 6th grade students, total",501.70464285714286,506.1575,11.897338295454313
Latin America & Caribbean,UIS.NAR.1.RUR.F,"UIS: Net attendance rate, primary, rural, female (%)",81.16897153854369,86.32543754577635,11.624423197872686
Latin America & Caribbean,SE.TER.GRAD.ED.FE.ZS,"Percentage of female graduates from tertiary education graduating from Education programmes, female (%)",25.830637290943013,26.31701946258545,6.3360132687917785
Latin America & Caribbean,UIS.NAR.1.RUR,"UIS: Net attendance rate, primary, rural, both sexes (%)",80.67948198318481,86.33960723876953,12.780308379065113
Latin America & Caribbean,UIS.NAR.1.Q3.M,"UIS: Net attendance rate, primary, middle quintile, male (%)",82.14464282989505,84.59825325012208,12.222509877403352
Latin America & Caribbean,UIS.NAR.1.Q1,"UIS: Net attendance rate, primary, poorest quintile, both sexes (%)",77.79505348205566,85.86059570312497,15.414955777694502
Europe & Central Asia,LO.PISA.REA.1B.MA,PISA: Male 15-year-olds by reading proficiency level (%). Level 1B,8.432914609147113,7.284928085859365,0.9157756057441302
Europe & Central Asia,UIS.NER.0.GPI,"Net enrolment rate, pre-primary, gender parity index (GPI)",0.9940666361798504,0.9948849976062775,0.027189752227143406
Europe & Central Asia,LO.PISA.REA.0.MA,PISA: Male 15-year-olds by reading proficiency level (%). Below Level 1B,2.9688595838754517,1.8541492941920779,0.8231909849372684
Latin America & Caribbean,UIS.NAR.1.Q5.M,"UIS: Net attendance rate, primary, richest quintile, male (%)",84.67958068847656,84.66761398315433,4.000097049834513
Latin America & Caribbean,UIS.NAR.1.Q5.GPI,"UIS: Net attendance rate, primary, richest quintile, gender parity index (GPI)",0.9983053579926492,0.9801241159439087,0.014069381870518358
Latin America & Caribbean,SE.TER.GRAD.SV.FE.ZS,"Percentage of female graduates from tertiary education graduating from Services programmes, female (%)",0.9949071046788855,1.042295038700105,0.22916718366753555
Latin America & Caribbean,UIS.NAR.1.M,"UIS: Net attendance rate, primary, male (%)",81.12709856033325,85.3014030456543,11.921422937535619
Latin America & Caribbean,UIS.NAR.1.GPI,"UIS: Net attendance rate, primary, gender parity index (GPI)",1.0131990090012548,1.0144870877265926,0.024429600998635215
Latin America & Caribbean,UIS.FEP.56.F400,Percentage of students enrolled in Science programmes in tertiary education who are female (%),43.06257480964459,42.9703712463379,2.16027041146617
Latin America & Caribbean,LO.LLECE.MAT6.MA,"LLECE: Mean performance on the mathematics scale for 6th grade students, male",506.1035714285714,513.1725,12.36348203024083
Latin America & Caribbean,LO.LLECE.MAT6.FE,"LLECE: Mean performance on the mathematics scale for 6th grade students, female",498.2642857142857,496.98,10.982072954302673
Latin America & Caribbean,LO.LLECE.MAT3,"LLECE: Mean performance on the mathematics scale for 3rd grade students, total",506.1821428571429,506.2275,12.877054983766484
Latin America & Caribbean,LO.LLECE.MAT3.MA,"LLECE: Mean performance on the mathematics scale for 3rd grade students, male",507.42535714285714,509.405,13.092171020612556
Europe & Central Asia,UIS.OFSPPT.1.F,"Out-of-school children of primary school age in pre-primary education, female (number)",4167.8524882024885,1032.0,1466.4399596347032
Latin America & Caribbean,UIS.FEP.56.F800,Percentage of students enrolled in Services programmes in tertiary education who are female (%),51.5240364846729,54.1055631637573,4.514220087479458
Latin America & Caribbean,UIS.NAR.1.RUR.GPI,"UIS: Net attendance rate, primary, rural, gender parity index (GPI)",1.0186700001358977,1.010496377944945,0.03708420211274244
Latin America & Caribbean,UIS.FEP.56.F300,"Percentage of students enrolled in Social Sciences, Business and Law programmes in tertiary education who are female (%)",62.543579702907145,60.313199043273926,1.665988364339528
Europe & Central Asia,UIS.OFSPPT.1,"Out-of-school children of primary school age in pre-primary education, both sexes (number)",9048.578968253969,1818.5,2961.8875488889494
Latin America & Caribbean,LO.LLECE.MAT3.FE,"LLECE: Mean performance on the mathematics scale for 3rd grade students, female",506.1889285714286,503.4875,12.003817215671557
Sub-Saharan Africa,LO.SACMEQ.MAT.L4,SACMEQ: 6th grade students by mathematics proficiency level (%). Level 4 - Beginning Numeracy,17.453615955852325,17.299999999999997,2.6488196790746237
Latin America & Caribbean,UIS.NAR.1.Q4.F,"UIS: Net attendance rate, primary, fourth quintile, female (%)",84.41498708724976,84.82866477966311,9.537091870032855
Latin America & Caribbean,UIS.NAR.1.Q4.GPI,"UIS: Net attendance rate, primary, fourth quintile, gender parity index (GPI)",1.0032818689942369,1.0092223286628745,0.01868680404596383
Latin America & Caribbean,UIS.NAR.1.RUR.M,"UIS: Net attendance rate, primary, rural, male (%)",80.20746183395386,86.32182693481448,13.927191379079181
Europe & Central Asia,LO.PISA.REA.0.FE,PISA: Female 15-year-olds by reading proficiency level (%). Below Level 1B,0.8536205040610654,0.40634203545174324,0.7793132635304046
Latin America & Caribbean,UIS.NAR.1.Q4.M,"UIS: Net attendance rate, primary, fourth quintile, male (%)",84.14707708358765,85.13024711608885,8.654062645415175
Europe & Central Asia,LO.PISA.REA.1B.FE,PISA: Female 15-year-olds by reading proficiency level (%). Level 1B,3.4252363735665172,2.5161903706214,0.7032619822124974
Latin America & Caribbean,UIS.NAR.1.Q4,"UIS: Net attendance rate, primary, fourth quintile, both sexes (%)",84.30656576156618,85.0295581817627,9.092187833751977
Sub-Saharan Africa,LO.SACMEQ.MAT.L3.MA,SACMEQ: Male 6th grade students by mathematics proficiency level (%). Level 3 - Basic Numeracy,30.066906070679423,28.632955140613547,3.636067069665575
Sub-Saharan Africa,LO.SACMEQ.MAT.L5,SACMEQ: 6th grade students by mathematics proficiency level (%). Level 5 - Competent Numeracy,8.114054996743679,7.666498479291635,2.01626501136259
Middle East & North Africa,LO.TIMSS.MAT8.P10,TIMSS: Distribution of 8th Grade Mathematics Scores: 10th Percentile Score,283.9911940256755,276.12357711791975,16.754536241235648
Middle East & North Africa,LO.TIMSS.MAT8.P50,TIMSS: Distribution of 8th Grade Mathematics Scores: 50th Percentile Score,403.3396308898927,395.9460983276367,21.96332624989102
Latin America & Caribbean,UIS.NARA.1.URB.F,"UIS: Adjusted net attendance rate, primary, urban, female (%)",91.20530605316164,93.6985912322998,9.70938813345973
Middle East & North Africa,LO.TIMSS.MAT8.P25,TIMSS: Distribution of 8th Grade Mathematics Scores: 25th Percentile Score,340.0121173858643,332.653941345215,19.055699889775983
Europe & Central Asia,UIS.NARA.1.RUR.GPI,"UIS: Adjusted net attendance rate, primary, rural, gender parity index (GPI)",0.9797089099884035,0.9797089099884035,
Europe & Central Asia,UIS.ROFST.H.1.F,"UIS: Rate of out-of-school children of primary school age, female (household survey data) (%)",3.479710221290585,3.479710221290585,
Europe & Central Asia,UIS.NAR.1.RUR.GPI,"UIS: Net attendance rate, primary, rural, gender parity index (GPI)",0.984203428030014,0.984203428030014,
Europe & Central Asia,UIS.NAR.1.RUR.F,"UIS: Net attendance rate, primary, rural, female (%)",85.583251953125,85.583251953125,
Europe & Central Asia,UIS.NAR.1.RUR,"UIS: Net attendance rate, primary, rural, both sexes (%)",86.37421417236331,86.37421417236331,
Europe & Central Asia,UIS.ROFST.H.1.Q4.M,"UIS: Rate of out-of-school children of primary school age, fourth quintile, male (household survey data) (%)",1.783335208892824,1.783335208892824,
Europe & Central Asia,UIS.ROFST.H.1.Q4,"UIS: Rate of out-of-school children of primary school age, fourth quintile, both sexes (household survey data) (%)",1.7220109701156605,1.7220109701156605,
Latin America & Caribbean,UIS.FOSEP.56.F600.F,"Percentage of female students in tertiary education enrolled in Agriculture programmes, female (%)",1.6425303231491137,1.6164575219154351,0.23296177573980448
Europe & Central Asia,UIS.ROFST.H.1.Q3,"UIS: Rate of out-of-school children of primary school age, middle quintile, both sexes (household survey data) (%)",3.11757040023804,3.11757040023804,
