,Country Name,Indicator Name,Indicator Code,moyennes,medians,EcartTypes,Category
257885,"Congo, Rep.","Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,54.54,54.54,,C
261550,Costa Rica,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,95.35,96.39,14.22,B
265215,Cote d'Ivoire,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,,,,A
268880,Croatia,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,97.06,99.36,4.80,B
272545,Cuba,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,91.85,92.54,3.08,B
276210,Curacao,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,88.35,88.35,,B
279875,Cyprus,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,95.89,96.57,2.55,B
283540,Czech Republic,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,95.61,95.45,3.88,B
287205,Denmark,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,122.19,121.44,4.03,A
290870,Djibouti,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,30.70,30.64,10.49,D
294535,Dominica,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,101.89,101.76,3.89,A
298200,Dominican Republic,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,74.20,76.39,6.25,C
301865,Ecuador,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,78.81,77.33,18.00,C
305530,"Egypt, Arab Rep.","Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,78.64,81.10,6.87,C
309195,El Salvador,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,70.68,69.14,6.19,C
312860,Equatorial Guinea,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,28.97,28.97,2.26,D
316525,Eritrea,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,31.58,31.95,4.15,D
320190,Estonia,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,103.68,103.17,4.17,A
323855,Ethiopia,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,30.48,33.20,7.45,D
327520,Faroe Islands,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,,,,A
331185,Fiji,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,87.55,88.67,4.33,B
334850,Finland,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,114.03,109.54,11.52,A
338515,France,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,111.29,111.48,0.98,A
342180,French Polynesia,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,,,,A
345845,Gabon,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,,,,A
349510,"Gambia, The","Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,58.04,57.84,0.71,C
353175,Georgia,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,87.19,88.11,6.37,B
356840,Germany,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,102.80,103.04,1.16,A
360505,Ghana,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,48.92,48.35,8.59,D
364170,Gibraltar,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,,,,A
367835,Greece,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,100.88,101.32,5.77,A
371500,Greenland,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,,,,A
375165,Grenada,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,104.76,104.47,5.53,A
378830,Guam,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,,,,A
382495,Guatemala,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,55.96,56.23,8.80,C
386160,Guinea,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,34.25,34.08,3.57,D
389825,Guinea-Bissau,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,26.79,30.53,8.38,D
393490,Guyana,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,90.10,88.64,3.44,B
397155,Haiti,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,,,,A
400820,Honduras,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,68.27,70.66,5.08,C
404485,"Hong Kong SAR, China","Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,88.74,86.17,9.24,B
408150,Hungary,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,98.96,97.25,3.91,A
411815,Iceland,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,109.94,109.09,3.19,A
415480,India,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,59.99,60.17,7.48,C
419145,Indonesia,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,71.15,72.65,9.28,C
422810,"Iran, Islamic Rep.","Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,81.45,81.48,4.12,C
426475,Iraq,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,45.46,45.46,11.31,D
430140,Ireland,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,115.34,114.91,8.33,A
433805,Isle of Man,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,,,,A
437470,Israel,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,102.81,102.47,1.39,A
441135,Italy,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,99.95,100.54,3.01,A
444800,Jamaica,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,91.15,92.77,4.24,B
448465,Japan,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,101.29,101.30,0.56,A
452130,Jordan,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,88.75,88.52,4.11,B
455795,Kazakhstan,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,98.79,99.23,3.05,A
459460,Kenya,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,51.64,51.39,7.84,D
463125,Kiribati,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,83.16,87.97,10.98,C
466790,"Korea, Dem. People’s Rep.","Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,102.06,102.06,,A
470455,"Korea, Rep.","Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,97.16,97.52,1.89,B
474120,Kosovo,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,,,,A
477785,Kuwait,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,97.51,94.50,6.10,A
481450,Kyrgyz Republic,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,86.35,86.27,1.10,B
485115,Lao PDR,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,44.24,44.15,4.45,D
488780,Latvia,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,101.51,101.42,5.52,A
492445,Lebanon,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,77.12,76.32,6.48,C
496110,Lesotho,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,45.18,45.34,6.83,D
499775,Liberia,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,40.18,40.18,7.04,D
503440,Libya,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,98.21,98.21,4.74,A
507105,Liechtenstein,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,108.19,107.57,2.14,A
510770,Lithuania,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,101.69,101.30,2.01,A
514435,Luxembourg,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,98.62,97.52,2.63,A
518100,"Macao SAR, China","Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,96.76,96.19,7.09,B
521765,"Macedonia, FYR","Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,83.07,83.25,1.65,C
525430,Madagascar,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,29.37,29.04,6.25,D
529095,Malawi,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,31.79,31.53,3.11,D
532760,Malaysia,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,67.35,66.70,1.54,C
536425,Maldives,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,51.27,51.27,,D
540090,Mali,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,32.27,33.31,7.98,D
543755,Malta,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,97.36,98.61,4.82,A
547420,Marshall Islands,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,91.28,93.11,11.44,B
551085,Mauritania,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,22.34,22.25,3.68,D
554750,Mauritius,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,88.43,88.76,4.56,B
558415,Mexico,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,81.65,82.88,4.65,C
562080,"Micronesia, Fed. Sts.","Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,83.22,83.22,,C
565745,Moldova,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,87.66,88.22,2.18,B
569410,Monaco,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,,,,A
573075,Mongolia,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,86.91,90.29,12.58,B
576740,Montenegro,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,95.84,96.12,3.09,B
580405,Morocco,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,56.90,57.67,9.24,C
584070,Mozambique,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,20.04,21.07,7.43,D
587735,Myanmar,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,45.41,46.29,4.28,D
591400,Namibia,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,63.06,63.61,2.01,C
595065,Nauru,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,58.94,58.20,12.30,C
598730,Nepal,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,53.15,52.34,9.53,C
602395,Netherlands,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,124.15,122.45,4.65,A
606060,New Caledonia,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,,,,A
609725,New Zealand,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,118.30,118.76,3.39,A
613390,Nicaragua,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,68.89,71.59,7.99,C
617055,Niger,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,12.24,11.58,2.89,D
620720,Nigeria,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,39.04,37.00,8.96,D
624385,Northern Mariana Islands,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,,,,A
628050,Norway,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,113.20,113.12,1.43,A
631715,Oman,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,93.66,94.99,7.44,B
635380,Pakistan,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,34.95,35.26,3.84,D
639045,Palau,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,102.64,99.68,8.79,A
642710,Panama,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,71.19,69.62,5.78,C
646375,Papua New Guinea,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,40.35,40.35,,D
650040,Paraguay,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,67.95,67.18,3.90,C
653705,Peru,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,91.44,92.22,4.32,B
657370,Philippines,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,83.33,82.43,2.72,B
661035,Poland,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,98.71,97.57,3.60,A
664700,Portugal,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,105.59,105.46,6.12,A
668365,Puerto Rico,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,81.34,80.80,2.79,C
672030,Qatar,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,92.74,91.67,5.98,B
675695,Romania,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,92.85,96.62,7.84,B
679360,Russian Federation,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,88.00,84.11,6.65,B
683025,Rwanda,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,26.29,24.94,10.25,D
686690,Samoa,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,84.36,84.80,2.86,B
690355,San Marino,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,95.59,95.26,1.14,B
694020,Sao Tome and Principe,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,52.46,51.75,7.25,D
697685,Saudi Arabia,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,94.97,93.02,9.33,B
701350,Senegal,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,27.83,26.73,9.03,D
705015,Serbia,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,91.38,91.31,2.11,B
708680,Seychelles,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,76.42,75.59,3.34,C
712345,Sierra Leone,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,45.64,44.32,3.09,D
716010,Singapore,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,,,,A
719675,Sint Maarten (Dutch part),"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,,,,A
723340,Slovak Republic,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,92.04,92.66,2.25,B
727005,Slovenia,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,99.36,97.86,4.22,A
730670,Solomon Islands,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,38.08,35.69,10.78,D
734335,Somalia,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,7.35,7.35,,D
738000,South Africa,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,90.20,90.25,1.47,B
741665,South Sudan,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,9.02,9.02,,D
745330,Spain,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,121.40,118.03,6.99,A
748995,Sri Lanka,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,98.86,99.38,1.31,A
752660,St. Kitts and Nevis,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,96.62,98.61,8.74,B
756325,St. Lucia,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,88.06,89.75,7.66,B
759990,St. Martin (French part),"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,,,,A
763655,St. Vincent and the Grenadines,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,100.97,103.55,9.09,A
767320,Sudan,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,38.53,37.53,2.75,D
770985,Suriname,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,75.53,76.28,3.63,C
774650,Swaziland,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,54.37,54.09,7.05,C
778315,Sweden,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,108.52,102.11,17.75,A
781980,Switzerland,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,95.98,95.69,0.98,B
785645,Syrian Arab Republic,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,67.77,72.07,11.12,C
789310,Tajikistan,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,82.91,83.44,4.13,C
792975,Tanzania,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,32.55,32.26,1.57,D
796640,Thailand,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,80.47,80.85,6.18,C
800305,Timor-Leste,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,63.85,67.46,8.66,C
803970,Togo,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,44.58,45.03,8.13,D
807635,Tonga,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,101.28,104.16,6.03,A
811300,Trinidad and Tobago,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,,,,A
814965,Tunisia,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,88.11,90.43,5.61,B
818630,Turkey,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,85.96,86.28,7.12,B
822295,Turkmenistan,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,,,,A
825960,Turks and Caicos Islands,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,,,,A
829625,Tuvalu,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,,,,A
833290,Uganda,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,24.52,24.52,,D
836955,Ukraine,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,97.03,97.03,2.82,B
840620,United Arab Emirates,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,,,,A
844285,United Kingdom,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,101.03,98.83,9.22,A
847950,United States,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,95.16,95.41,0.91,B
851615,Uruguay,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,96.02,95.04,7.10,B
855280,Uzbekistan,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,92.92,93.25,3.38,B
858945,Vanuatu,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,47.10,47.10,17.59,D
862610,"Venezuela, RB","Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,78.64,80.40,8.52,C
866275,Vietnam,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,,,,A
869940,Virgin Islands (U.S.),"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,,,,A
