,Country Name,Indicator Name,Indicator Code,moyennes,medians,EcartTypes,Category
156007,Belarus,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,95.50,95.50,,B
159672,Belgium,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
163337,Belize,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,38.21,35.92,6.27,D
167002,Benin,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,37.37,37.37,,D
170667,Bermuda,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,95.72,100.00,9.57,A
174332,Bhutan,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,83.27,83.27,,B
177997,Bolivia,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,59.69,60.32,1.45,C
181662,Bosnia and Herzegovina,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
185327,Botswana,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,95.63,97.93,5.49,A
188992,Brazil,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
192657,British Virgin Islands,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
196322,Brunei Darussalam,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,88.44,89.44,3.56,B
199987,Bulgaria,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
203652,Burkina Faso,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,48.82,48.60,0.88,D
207317,Burundi,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,73.64,73.64,1.78,C
210982,Cabo Verde,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,77.44,79.87,8.28,C
214647,Cambodia,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,99.16,99.16,0.28,A
218312,Cameroon,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,45.64,45.64,,D
221977,Canada,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
225642,Cayman Islands,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,99.40,99.66,0.61,A
229307,Central African Republic,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
232972,Chad,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,53.03,53.03,,D
236637,Channel Islands,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
240302,Chile,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
243967,China,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
247632,Colombia,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,97.04,96.82,0.74,A
251297,Comoros,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
254962,"Congo, Dem. Rep.","Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,27.09,27.09,7.68,D
258627,"Congo, Rep.","Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,59.21,59.21,,C
262292,Costa Rica,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,86.93,86.11,4.95,B
265957,Cote d'Ivoire,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
269622,Croatia,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,100.00,100.00,,A
273287,Cuba,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,98.57,100.00,4.28,A
276952,Curacao,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
280617,Cyprus,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
284282,Czech Republic,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
287947,Denmark,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
291612,Djibouti,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,100.00,100.00,,A
295277,Dominica,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,36.13,36.45,4.39,D
298942,Dominican Republic,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,84.89,84.84,3.95,B
302607,Ecuador,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,70.95,70.18,6.22,C
306272,"Egypt, Arab Rep.","Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
309937,El Salvador,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,89.78,89.04,2.28,B
313602,Equatorial Guinea,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,24.72,24.72,,D
317267,Eritrea,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,63.70,64.12,12.28,C
320932,Estonia,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
324597,Ethiopia,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,64.10,64.10,,C
328262,Faroe Islands,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
331927,Fiji,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,98.69,100.00,2.27,A
335592,Finland,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
339257,France,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
342922,French Polynesia,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
346587,Gabon,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
350252,"Gambia, The","Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
353917,Georgia,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,90.59,94.72,7.48,B
357582,Germany,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
361247,Ghana,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,71.53,70.85,2.09,C
364912,Gibraltar,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,94.99,95.39,3.61,B
368577,Greece,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
372242,Greenland,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
375907,Grenada,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,33.00,33.13,7.67,D
379572,Guam,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
383237,Guatemala,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
386902,Guinea,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,90.81,90.81,,B
390567,Guinea-Bissau,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
394232,Guyana,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,55.57,55.02,1.20,D
397897,Haiti,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
401562,Honduras,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
405227,"Hong Kong SAR, China","Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,92.93,94.07,3.81,B
408892,Hungary,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
412557,Iceland,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
416222,India,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
419887,Indonesia,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
423552,"Iran, Islamic Rep.","Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,100.00,100.00,,A
427217,Iraq,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,100.00,100.00,,A
430882,Ireland,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
434547,Isle of Man,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
438212,Israel,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
441877,Italy,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
445542,Jamaica,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
449207,Japan,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
452872,Jordan,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
456537,Kazakhstan,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
460202,Kenya,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,96.67,97.20,1.45,A
463867,Kiribati,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,60.08,61.35,6.68,C
467532,"Korea, Dem. People’s Rep.","Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
471197,"Korea, Rep.","Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
474862,Kosovo,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
478527,Kuwait,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,100.00,100.00,0.00,A
482192,Kyrgyz Republic,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,79.55,78.48,4.34,B
485857,Lao PDR,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,96.29,98.46,3.96,A
489522,Latvia,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
493187,Lebanon,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,95.69,95.69,,A
496852,Lesotho,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,84.28,84.38,3.04,B
500517,Liberia,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
504182,Libya,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
507847,Liechtenstein,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
511512,Lithuania,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
515177,Luxembourg,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
518842,"Macao SAR, China","Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,70.14,71.09,4.49,C
522507,"Macedonia, FYR","Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
526172,Madagascar,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
529837,Malawi,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,58.74,59.55,6.18,D
533502,Malaysia,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,97.48,98.23,2.32,A
537167,Maldives,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
540832,Mali,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,80.67,80.67,,B
544497,Malta,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
548162,Marshall Islands,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
551827,Mauritania,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,100.00,100.00,,A
555492,Mauritius,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,44.93,44.93,0.80,D
559157,Mexico,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,89.05,89.61,1.97,B
562822,"Micronesia, Fed. Sts.","Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
566487,Moldova,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
570152,Monaco,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
573817,Mongolia,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,99.40,100.00,1.20,A
577482,Montenegro,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
581147,Morocco,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
584812,Mozambique,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,73.84,74.06,9.35,C
588477,Myanmar,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,91.27,96.05,10.70,B
592142,Namibia,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,95.79,96.19,1.77,A
595807,Nauru,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,36.36,36.36,,D
599472,Nepal,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,67.99,67.73,7.81,C
603137,Netherlands,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
606802,New Caledonia,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
610467,New Zealand,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
614132,Nicaragua,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,53.57,52.70,5.51,D
617797,Niger,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,20.67,20.93,3.97,D
621462,Nigeria,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,57.98,57.98,17.04,D
625127,Northern Mariana Islands,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
628792,Norway,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
632457,Oman,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,100.00,100.00,,A
636122,Pakistan,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
639787,Palau,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
643452,Panama,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,87.81,88.47,3.27,B
647117,Papua New Guinea,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,100.00,100.00,,A
650782,Paraguay,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,81.00,81.00,,B
654447,Peru,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
658112,Philippines,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,100.00,100.00,,A
661777,Poland,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
665442,Portugal,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
669107,Puerto Rico,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
672772,Qatar,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,62.61,66.62,8.55,C
676437,Romania,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
680102,Russian Federation,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
683767,Rwanda,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,77.24,83.22,16.17,C
687432,Samoa,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
691097,San Marino,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
694762,Sao Tome and Principe,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,44.59,44.59,,D
698427,Saudi Arabia,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,100.00,100.00,,A
702092,Senegal,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,55.48,55.48,,D
705757,Serbia,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,67.20,64.42,29.85,C
709422,Seychelles,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,88.46,86.27,7.46,B
713087,Sierra Leone,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,62.70,62.64,1.52,C
716752,Singapore,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,94.47,94.74,2.71,B
720417,Sint Maarten (Dutch part),"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
724082,Slovak Republic,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
727747,Slovenia,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
731412,Solomon Islands,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,70.32,70.32,0.70,C
735077,Somalia,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
738742,South Africa,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
742407,South Sudan,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
746072,Spain,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
749737,Sri Lanka,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,82.11,82.11,,B
753402,St. Kitts and Nevis,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,42.52,39.82,9.34,D
757067,St. Lucia,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,59.94,58.08,3.68,C
760732,St. Martin (French part),"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
764397,St. Vincent and the Grenadines,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,52.85,56.61,10.12,D
768062,Sudan,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
771727,Suriname,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,36.83,20.58,35.38,D
775392,Swaziland,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,84.45,77.54,12.28,B
779057,Sweden,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
782722,Switzerland,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
786387,Syrian Arab Republic,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
790052,Tajikistan,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
793717,Tanzania,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
797382,Thailand,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
801047,Timor-Leste,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
804712,Togo,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,49.37,49.37,1.27,D
808377,Tonga,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,65.05,65.05,,C
812042,Trinidad and Tobago,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
815707,Tunisia,"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,,,,A
