,Country Name,Indicator Name,Indicator Code,moyennes,medians,EcartTypes,Category
299348,Dominican Republic,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,61.94,62.11,1.00,C
303013,Ecuador,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,62.62,62.77,1.07,C
306678,"Egypt, Arab Rep.","Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,62.24,62.67,1.38,C
310343,El Salvador,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,60.51,60.48,1.58,C
314008,Equatorial Guinea,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,57.88,58.03,1.04,C
317673,Eritrea,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,54.78,55.14,1.17,D
321338,Estonia,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,67.36,67.51,0.68,B
325003,Ethiopia,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,51.85,51.64,1.13,D
328668,Faroe Islands,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,,,,A
332333,Fiji,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,65.32,65.71,1.35,B
335998,Finland,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,66.17,66.56,0.75,B
339663,France,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,64.76,65.02,0.53,C
343328,French Polynesia,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,67.78,68.19,1.45,A
346993,Gabon,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,57.05,57.36,1.72,D
350658,"Gambia, The","Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,51.22,51.22,0.16,D
354323,Georgia,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,66.92,67.25,0.84,B
357988,Germany,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,66.31,66.08,0.62,B
361653,Ghana,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,56.55,56.59,0.66,D
365318,Gibraltar,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,,,,A
368983,Greece,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,66.83,66.85,0.59,B
372648,Greenland,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,,,,A
376313,Grenada,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,63.82,64.56,2.62,C
379978,Guam,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,64.85,64.90,0.58,C
383643,Guatemala,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,55.44,55.45,1.87,D
387308,Guinea,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,53.16,53.12,0.47,D
390973,Guinea-Bissau,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,54.26,54.50,0.96,D
394638,Guyana,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,61.89,61.96,1.72,C
398303,Haiti,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,58.91,59.06,1.53,C
401968,Honduras,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,58.23,58.35,2.25,C
405633,"Hong Kong SAR, China","Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,74.31,74.69,0.95,A
409298,Hungary,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,68.78,68.85,0.27,A
412963,Iceland,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,66.55,66.69,0.60,B
416628,India,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,63.40,63.48,1.22,C
420293,Indonesia,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,65.86,65.95,0.66,B
423958,"Iran, Islamic Rep.","Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,69.95,71.24,3.32,A
427623,Iraq,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,54.90,54.87,0.60,D
431288,Ireland,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,68.10,68.26,1.00,A
434953,Isle of Man,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,,,,A
438618,Israel,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,62.09,62.20,0.30,C
442283,Italy,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,65.77,65.78,0.84,B
445948,Jamaica,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,63.62,63.68,1.93,C
449613,Japan,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,64.94,64.99,1.82,B
453278,Jordan,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,59.10,59.24,0.62,C
456943,Kazakhstan,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,68.19,68.39,1.04,A
460608,Kenya,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,54.04,54.02,0.84,D
464273,Kiribati,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,59.94,60.26,1.19,C
467938,"Korea, Dem. People’s Rep.","Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,68.28,68.24,0.34,A
471603,"Korea, Rep.","Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,72.86,72.93,0.44,A
475268,Kosovo,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,,,,A
478933,Kuwait,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,73.81,74.08,1.89,A
482598,Kyrgyz Republic,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,64.38,65.14,1.84,C
486263,Lao PDR,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,58.48,58.91,2.64,C
489928,Latvia,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,67.68,67.86,0.67,A
493593,Lebanon,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,66.60,67.05,1.50,B
497258,Lesotho,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,57.47,57.71,1.55,D
500923,Liberia,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,53.65,53.62,0.18,D
504588,Libya,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,66.46,67.03,1.51,B
508253,Liechtenstein,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,,,,A
511918,Lithuania,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,67.45,67.57,0.54,B
515583,Luxembourg,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,67.99,68.01,0.79,A
519248,"Macao SAR, China","Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,78.18,79.57,3.33,A
522913,"Macedonia, FYR","Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,69.77,70.05,1.10,A
526578,Madagascar,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,53.26,53.15,0.92,D
530243,Malawi,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,50.81,50.67,0.43,D
533908,Malaysia,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,66.34,66.42,1.70,B
537573,Maldives,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,67.36,68.63,4.86,B
541238,Mali,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,49.82,49.80,0.26,D
544903,Malta,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,68.92,69.06,0.55,A
548568,Marshall Islands,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,,,,A
552233,Mauritania,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,55.33,55.41,0.75,D
555898,Mauritius,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,69.75,69.97,0.97,A
559563,Mexico,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,63.58,63.71,1.42,C
563228,"Micronesia, Fed. Sts.","Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,58.63,58.65,1.50,C
566893,Moldova,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,72.41,72.94,2.03,A
570558,Monaco,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,,,,A
574223,Mongolia,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,67.90,68.66,2.31,A
577888,Montenegro,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,67.38,67.44,0.44,B
581553,Morocco,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,64.54,64.92,1.43,C
585218,Mozambique,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,51.27,51.18,0.26,D
588883,Myanmar,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,64.84,64.82,0.88,C
592548,Namibia,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,57.78,57.81,0.91,C
596213,Nauru,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,,,,A
599878,Nepal,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,57.65,57.43,1.64,C
603543,Netherlands,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,67.11,67.28,0.57,B
607208,New Caledonia,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,66.32,66.39,0.63,B
610873,New Zealand,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,66.24,66.42,0.37,B
614538,Nicaragua,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,61.42,61.72,2.19,C
618203,Niger,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,47.90,47.73,0.64,D
621868,Nigeria,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,53.30,53.27,0.20,D
625533,Northern Mariana Islands,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,,,,A
629198,Norway,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,65.91,66.07,0.46,B
632863,Oman,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,69.42,70.30,4.39,A
636528,Pakistan,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,58.57,58.92,1.53,C
640193,Palau,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,,,,A
643858,Panama,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,63.82,63.93,0.55,C
647523,Papua New Guinea,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,58.09,58.00,0.60,C
651188,Paraguay,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,61.14,61.36,1.69,C
654853,Peru,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,63.67,63.96,1.30,C
658518,Philippines,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,60.96,61.11,1.49,C
662183,Poland,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,70.64,70.86,0.85,A
665848,Portugal,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,66.61,66.59,0.62,B
669513,Puerto Rico,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,66.05,66.10,0.49,B
673178,Qatar,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,82.44,84.68,4.51,A
676843,Romania,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,68.53,68.60,0.37,A
680508,Russian Federation,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,71.32,71.49,0.82,A
684173,Rwanda,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,55.37,55.63,1.02,D
687838,Samoa,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,56.22,56.36,0.68,D
691503,San Marino,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,,,,A
695168,Sao Tome and Principe,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,51.97,52.02,0.74,D
698833,Saudi Arabia,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,65.76,66.15,3.25,B
702498,Senegal,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,53.38,53.53,0.52,D
706163,Serbia,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,67.50,67.72,0.71,B
709828,Seychelles,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,68.60,69.00,1.93,A
713493,Sierra Leone,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,53.47,53.33,0.35,D
717158,Singapore,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,72.98,73.18,0.73,A
720823,Sint Maarten (Dutch part),"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,,,,A
724488,Slovak Republic,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,71.62,71.90,0.96,A
728153,Slovenia,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,69.54,69.72,0.80,A
731818,Solomon Islands,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,55.87,55.83,0.32,D
735483,Somalia,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,49.71,49.61,0.31,D
739148,South Africa,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,64.46,64.63,0.85,C
742813,South Sudan,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,53.01,52.96,0.54,D
746478,Spain,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,68.24,68.47,0.68,A
750143,Sri Lanka,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,67.19,67.30,0.34,B
753808,St. Kitts and Nevis,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,,,,A
757473,St. Lucia,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,66.82,67.38,2.80,B
761138,St. Martin (French part),"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,,,,A
764803,St. Vincent and the Grenadines,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,65.70,66.01,1.82,B
768468,Sudan,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,53.67,53.55,0.40,D
772133,Suriname,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,64.40,64.52,1.19,C
775798,Swaziland,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,56.45,56.75,1.83,D
779463,Sweden,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,64.99,65.27,0.51,B
783128,Switzerland,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,67.89,67.97,0.27,A
786793,Syrian Arab Republic,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,58.61,58.86,1.28,C
790458,Tajikistan,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,59.49,60.14,2.26,C
794123,Tanzania,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,51.70,51.66,0.14,D
797788,Thailand,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,71.35,71.63,0.72,A
801453,Timor-Leste,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,50.22,50.63,1.50,D
805118,Togo,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,54.63,54.69,0.31,D
808783,Tonga,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,56.39,56.38,0.50,D
812448,Trinidad and Tobago,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,70.61,70.95,1.00,A
816113,Tunisia,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,68.12,68.80,1.70,A
819778,Turkey,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,65.39,65.57,0.90,B
823443,Turkmenistan,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,64.67,65.61,2.26,C
827108,Turks and Caicos Islands,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,,,,A
830773,Tuvalu,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,,,,A
834438,Uganda,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,48.28,48.19,0.46,D
838103,Ukraine,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,69.77,69.82,0.33,A
841768,United Arab Emirates,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,83.24,85.03,3.99,A
845433,United Kingdom,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,65.69,65.93,0.45,B
849098,United States,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,66.71,66.83,0.28,B
852763,Uruguay,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,63.24,63.28,0.52,C
856428,Uzbekistan,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,64.68,65.38,2.81,C
860093,Vanuatu,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,57.60,57.79,0.97,C
863758,"Venezuela, RB","Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,64.15,64.40,1.11,C
867423,Vietnam,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,68.12,68.93,2.60,A
871088,Virgin Islands (U.S.),"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,65.76,65.96,1.14,B
874753,West Bank and Gaza,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,53.77,54.03,1.95,D
878418,"Yemen, Rep.","Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,53.48,53.95,2.26,D
882083,Zambia,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,50.73,50.60,0.38,D
885748,Zimbabwe,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,55.25,55.39,0.43,D
