,Country Name,Indicator Name,Indicator Code,moyennes,medians,EcartTypes,Category
237538,Channel Islands,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,,,,A
241203,Chile,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,66702.71,69969.00,8489.49,B
244868,China,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,1373751.25,1485922.50,356112.60,A
248533,Colombia,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,97074.67,91005.00,13261.85,B
252198,Comoros,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,199.17,228.00,64.67,D
255863,"Congo, Dem. Rep.","Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,21390.50,21560.50,4670.71,B
259528,"Congo, Rep.","Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,2219.20,2943.00,1219.72,C
263193,Costa Rica,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,,,,A
266858,Cote d'Ivoire,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,11322.75,10530.00,2529.14,C
270523,Croatia,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,15158.50,15358.00,1483.31,B
274188,Cuba,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,106196.70,104801.00,42819.21,A
277853,Curacao,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,,,,A
281518,Cyprus,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,2153.60,2352.50,595.63,C
285183,Czech Republic,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,19793.47,19005.90,3093.58,B
288848,Denmark,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,,,,A
292513,Djibouti,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,129.14,121.00,69.35,D
296178,Dominica,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,,,,A
299843,Dominican Republic,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,17385.00,17385.00,,B
303508,Ecuador,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,29665.00,26910.00,8663.51,B
307173,"Egypt, Arab Rep.","Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,98734.00,98734.00,,A
310838,El Salvador,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,8724.40,8738.00,635.54,C
314503,Equatorial Guinea,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,206.00,206.00,,D
318168,Eritrea,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,499.33,620.00,215.97,D
321833,Estonia,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,6124.67,6309.00,362.54,C
325498,Ethiopia,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,6381.33,4847.00,4837.57,C
329163,Faroe Islands,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,,,,A
332828,Fiji,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,,,,A
336493,Finland,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,15997.75,16190.00,1352.87,B
340158,France,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,114359.33,115511.00,4080.28,A
343823,French Polynesia,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,,,,A
347488,Gabon,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,,,,A
351153,"Gambia, The","Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,216.00,216.00,,D
354818,Georgia,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,18733.78,16260.00,5835.03,B
358483,Germany,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,321979.61,321979.61,67556.43,A
362148,Ghana,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,11589.50,11589.50,2229.51,C
365813,Gibraltar,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,,,,A
369478,Greece,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,24344.60,27161.00,5529.67,B
373143,Greenland,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,,,,A
376808,Grenada,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,,,,A
380473,Guam,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,,,,A
384138,Guatemala,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,,,,A
387803,Guinea,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,4714.80,5159.00,1987.63,C
391468,Guinea-Bissau,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,25.00,25.00,,D
395133,Guyana,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,649.88,641.00,98.79,D
398798,Haiti,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,,,,A
402463,Honduras,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,7405.20,8582.00,1837.60,C
406128,"Hong Kong SAR, China","Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,,,,A
409793,Hungary,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,23745.20,23709.00,1162.23,B
413458,Iceland,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,1995.33,2083.00,186.78,C
417123,India,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,853797.00,853797.00,643147.56,A
420788,Indonesia,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,254593.40,264628.50,22668.18,A
424453,"Iran, Islamic Rep.","Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,165886.50,153639.00,64648.17,A
428118,Iraq,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,15649.50,15649.50,5065.01,B
431783,Ireland,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,12353.14,12396.00,973.29,C
435448,Isle of Man,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,,,,A
439113,Israel,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,,,,A
442778,Italy,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,99429.40,101439.00,9654.14,A
446443,Jamaica,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,1751.00,1751.00,,C
450108,Japan,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,517515.40,520157.00,20644.14,A
453773,Jordan,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,8357.00,8715.50,1900.58,C
457438,Kazakhstan,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,47482.50,49817.00,8095.53,B
461103,Kenya,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,,,,A
464768,Kiribati,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,,,,A
468433,"Korea, Dem. People’s Rep.","Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,69082.00,69082.00,,B
472098,"Korea, Rep.","Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,206346.50,211961.00,26365.26,A
475763,Kosovo,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,,,,A
479428,Kuwait,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,,,,A
483093,Kyrgyz Republic,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,15670.80,17081.50,3458.12,B
486758,Lao PDR,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,5048.60,4106.00,3404.62,C
490423,Latvia,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,6595.60,6538.50,692.42,C
494088,Lebanon,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,22239.89,23323.00,5597.64,B
497753,Lesotho,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,676.40,638.00,253.05,D
501418,Liberia,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,1373.67,1370.00,652.51,D
505083,Libya,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,12422.00,12422.00,,C
508748,Liechtenstein,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,112.00,111.00,3.61,D
512413,Lithuania,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,14057.50,13924.50,884.61,B
516078,Luxembourg,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,1311.50,1311.50,434.87,D
519743,"Macao SAR, China","Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,1728.40,1833.00,366.72,C
523408,"Macedonia, FYR","Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,3309.70,3447.00,437.51,C
527073,Madagascar,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,3513.00,3869.00,1251.71,C
530738,Malawi,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,810.00,850.50,109.90,D
534403,Malaysia,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,55994.60,58193.50,14578.39,B
538068,Maldives,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,,,,A
541733,Mali,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,1409.50,1409.50,631.45,D
545398,Malta,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,1085.90,1087.50,296.40,D
549063,Marshall Islands,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,68.00,68.00,,D
552728,Mauritania,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,381.38,374.50,31.19,D
556393,Mauritius,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,1100.00,1100.00,,D
560058,Mexico,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,290968.10,288613.00,47588.51,A
563723,"Micronesia, Fed. Sts.","Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,90.00,90.00,,D
567388,Moldova,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,7759.10,7716.50,398.51,C
571053,Monaco,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,,,,A
574718,Mongolia,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,8353.40,8572.50,648.84,C
578383,Montenegro,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,,,,A
582048,Morocco,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,18989.67,19210.00,589.57,B
585713,Mozambique,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,5695.78,4707.00,3107.62,C
589378,Myanmar,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,17367.75,16953.50,7886.85,B
593043,Namibia,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,1366.00,1472.50,477.00,D
596708,Nauru,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,,,,A
600373,Nepal,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,8310.50,8208.50,1263.99,C
604038,Netherlands,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,49311.78,47389.00,6180.22,B
607703,New Caledonia,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,,,,A
611368,New Zealand,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,14743.56,14779.80,1572.66,B
615033,Nicaragua,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,,,,A
618698,Niger,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,1126.71,1095.00,450.53,D
622363,Nigeria,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,61814.00,61814.00,7298.76,B
626028,Northern Mariana Islands,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,,,,A
629693,Norway,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,20886.00,23627.00,5447.85,B
633358,Oman,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,4342.43,4587.00,1292.27,C
637023,Pakistan,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,69713.71,63421.00,21803.01,B
640688,Palau,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,80.00,80.00,35.36,D
644353,Panama,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,12394.20,12816.50,1968.91,C
648018,Papua New Guinea,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,,,,A
651683,Paraguay,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,,,,A
655348,Peru,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,,,,A
659013,Philippines,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,112941.00,112941.00,,A
662678,Poland,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,99001.40,100945.00,5070.37,A
666343,Portugal,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,36408.11,36215.00,997.28,B
670008,Puerto Rico,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,15537.67,15897.50,810.62,B
673673,Qatar,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,1408.00,1477.00,347.66,D
677338,Romania,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,30066.60,30720.00,1832.78,B
681003,Russian Federation,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,635419.75,662824.00,63077.24,A
684668,Rwanda,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,2394.50,2706.00,732.21,C
688333,Samoa,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,151.00,151.00,,D
691998,San Marino,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,,,,A
695663,Sao Tome and Principe,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,95.00,95.00,,D
699328,Saudi Arabia,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,41071.60,37615.00,15081.65,B
702993,Senegal,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,5060.33,5140.00,278.19,C
706658,Serbia,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,13674.83,14720.00,1936.57,B
710323,Seychelles,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,64.00,64.00,0.00,D
713988,Sierra Leone,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,850.00,850.00,,D
717653,Singapore,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,16356.00,16101.50,1741.39,B
721318,Sint Maarten (Dutch part),"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,53.00,53.00,,D
724983,Slovak Republic,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,12861.60,12859.50,440.50,C
728648,Slovenia,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,5871.70,6099.00,1522.71,C
732313,Solomon Islands,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,,,,A
735978,Somalia,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,,,,A
739643,South Africa,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,,,,A
743308,South Sudan,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,,,,A
746973,Spain,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,145508.80,148790.00,14187.17,A
750638,Sri Lanka,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,5318.00,5318.00,56.57,C
754303,St. Kitts and Nevis,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,,,,A
757968,St. Lucia,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,223.33,219.00,35.80,D
761633,St. Martin (French part),"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,,,,A
765298,St. Vincent and the Grenadines,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,,,,A
768963,Sudan,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,13498.00,13498.00,422.85,B
772628,Suriname,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,,,,A
776293,Swaziland,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,396.20,432.00,80.32,D
779958,Sweden,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,33823.88,34428.39,3190.95,B
783623,Switzerland,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,33904.00,34076.00,10723.19,B
787288,Syrian Arab Republic,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,13267.67,13548.00,609.90,C
790953,Tajikistan,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,11578.10,11546.50,1706.58,C
794618,Tanzania,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,4017.00,4497.00,1121.86,C
798283,Thailand,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,79729.50,73023.50,30311.57,B
801948,Timor-Leste,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,1196.00,1196.00,,D
805613,Togo,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,664.40,455.00,508.86,D
809278,Tonga,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,103.00,103.00,,D
812943,Trinidad and Tobago,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,540.00,540.00,,D
816608,Tunisia,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,18778.35,19328.50,3973.44,B
820273,Turkey,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,98709.80,99635.00,19200.44,A
823938,Turkmenistan,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,,,,A
827603,Turks and Caicos Islands,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,,,,A
831268,Tuvalu,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,,,,A
834933,Uganda,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,4312.17,3933.00,977.21,C
838598,Ukraine,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,191754.40,197390.00,16689.28,A
842263,United Arab Emirates,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,6261.75,6276.50,1062.19,C
845928,United Kingdom,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,130949.08,136060.00,14729.31,A
849593,United States,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,1362322.15,1388328.50,160829.47,A
853258,Uruguay,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,15981.71,15789.00,2822.18,B
856923,Uzbekistan,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,22259.40,23045.50,2147.53,B
860588,Vanuatu,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,26.00,26.00,,D
864253,"Venezuela, RB","Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,113672.67,122525.00,56182.02,A
867918,Vietnam,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,61330.70,58655.00,17817.28,B
871583,Virgin Islands (U.S.),"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,271.00,271.00,,D
875248,West Bank and Gaza,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,6057.00,5498.00,1656.16,C
878913,"Yemen, Rep.","Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,7013.33,6845.00,296.77,C
882578,Zambia,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,,,,A
